ccpp_ubigeo,ccpp_name,year,month,week,day,variable,value
1601130017,QUISTOCOCHA,2023,7,28,2023-07-14,out_humm,92.22123893805309
1601130017,QUISTOCOCHA,2023,7,28,2023-07-14,rain,0.15513274336283187
1601130017,QUISTOCOCHA,2023,7,28,2023-07-14,temp_out,25.312389380530973
1601130017,QUISTOCOCHA,2023,7,28,2023-07-15,out_humm,91.63194444444444
1601130017,QUISTOCOCHA,2023,7,28,2023-07-15,rain,0.35618055555555556
1601130017,QUISTOCOCHA,2023,7,28,2023-07-15,temp_out,24.81388888888889
1601130017,QUISTOCOCHA,2023,7,29,2023-07-16,out_humm,91.88194444444444
1601130017,QUISTOCOCHA,2023,7,29,2023-07-16,rain,0.0475
1601130017,QUISTOCOCHA,2023,7,29,2023-07-16,temp_out,25.45625
1601130017,QUISTOCOCHA,2023,7,29,2023-07-17,out_humm,88.98611111111111
1601130017,QUISTOCOCHA,2023,7,29,2023-07-17,rain,0.003472222222222222
1601130017,QUISTOCOCHA,2023,7,29,2023-07-17,temp_out,26.103472222222223
1601130017,QUISTOCOCHA,2023,7,29,2023-07-18,out_humm,83.76388888888889
1601130017,QUISTOCOCHA,2023,7,29,2023-07-18,rain,0
1601130017,QUISTOCOCHA,2023,7,29,2023-07-18,temp_out,27.05
1601130017,QUISTOCOCHA,2023,7,29,2023-07-19,out_humm,93.95138888888889
1601130017,QUISTOCOCHA,2023,7,29,2023-07-19,rain,0.25583333333333336
1601130017,QUISTOCOCHA,2023,7,29,2023-07-19,temp_out,24.665277777777778
1601130017,QUISTOCOCHA,2023,7,29,2023-07-20,out_humm,91.84722222222223
1601130017,QUISTOCOCHA,2023,7,29,2023-07-20,rain,0.11291666666666667
1601130017,QUISTOCOCHA,2023,7,29,2023-07-20,temp_out,24.810416666666665
1601130017,QUISTOCOCHA,2023,7,29,2023-07-21,out_humm,95.01010101010101
1601130017,QUISTOCOCHA,2023,7,29,2023-07-21,rain,0
1601130017,QUISTOCOCHA,2023,7,29,2023-07-21,temp_out,24.16868686868687
1601130024,EL VARILLAL,2023,4,16,2023-04-18,out_humm,84.15547703180212
1601130024,EL VARILLAL,2023,4,16,2023-04-18,rain,0
1601130024,EL VARILLAL,2023,4,16,2023-04-18,temp_out,27.078233215547705
1601130024,EL VARILLAL,2023,4,16,2023-04-19,out_humm,86.93835616438356
1601130024,EL VARILLAL,2023,4,16,2023-04-19,rain,0
1601130024,EL VARILLAL,2023,4,16,2023-04-19,temp_out,27.31960616438356
1601130024,EL VARILLAL,2023,4,17,2023-04-27,out_humm,91.53978159126365
1601130024,EL VARILLAL,2023,4,17,2023-04-27,rain,0.005655226209048362
1601130024,EL VARILLAL,2023,4,17,2023-04-27,temp_out,25.591185647425895
1601130024,EL VARILLAL,2023,4,17,2023-04-28,out_humm,93.04506604506605
1601130024,EL VARILLAL,2023,4,17,2023-04-28,rain,0.04796425796425796
1601130024,EL VARILLAL,2023,4,17,2023-04-28,temp_out,24.957264957264957
1601130024,EL VARILLAL,2023,4,17,2023-04-29,out_humm,85.14583333333333
1601130024,EL VARILLAL,2023,4,17,2023-04-29,rain,0
1601130024,EL VARILLAL,2023,4,17,2023-04-29,temp_out,26.985416666666666
1601130024,EL VARILLAL,2023,4,18,2023-04-30,out_humm,91.11458333333333
1601130024,EL VARILLAL,2023,4,18,2023-04-30,rain,0.06854166666666667
1601130024,EL VARILLAL,2023,4,18,2023-04-30,temp_out,25.709375
1601130024,EL VARILLAL,2023,5,18,2023-05-01,out_humm,87.375
1601130024,EL VARILLAL,2023,5,18,2023-05-01,rain,0
1601130024,EL VARILLAL,2023,5,18,2023-05-01,temp_out,26.425
1601130024,EL VARILLAL,2023,5,18,2023-05-02,out_humm,89.78125
1601130024,EL VARILLAL,2023,5,18,2023-05-02,rain,0.0026041666666666665
1601130024,EL VARILLAL,2023,5,18,2023-05-02,temp_out,26.321875
1601130024,EL VARILLAL,2023,5,18,2023-05-03,out_humm,88.61458333333333
1601130024,EL VARILLAL,2023,5,18,2023-05-03,rain,0
1601130024,EL VARILLAL,2023,5,18,2023-05-03,temp_out,26.869791666666668
1601130024,EL VARILLAL,2023,5,18,2023-05-04,out_humm,88.17708333333333
1601130024,EL VARILLAL,2023,5,18,2023-05-04,rain,0
1601130024,EL VARILLAL,2023,5,18,2023-05-04,temp_out,26.473958333333332
1601130024,EL VARILLAL,2023,5,18,2023-05-05,out_humm,86.01041666666667
1601130024,EL VARILLAL,2023,5,18,2023-05-05,rain,0
1601130024,EL VARILLAL,2023,5,18,2023-05-05,temp_out,27.058333333333334
1601130024,EL VARILLAL,2023,5,18,2023-05-06,out_humm,94.76041666666667
1601130024,EL VARILLAL,2023,5,18,2023-05-06,rain,0.41260416666666666
1601130024,EL VARILLAL,2023,5,18,2023-05-06,temp_out,24.948958333333334
1601130024,EL VARILLAL,2023,5,19,2023-05-07,out_humm,88.72916666666667
1601130024,EL VARILLAL,2023,5,19,2023-05-07,rain,0
1601130024,EL VARILLAL,2023,5,19,2023-05-07,temp_out,25.923958333333335
1601130024,EL VARILLAL,2023,5,19,2023-05-08,out_humm,96.23958333333333
1601130024,EL VARILLAL,2023,5,19,2023-05-08,rain,0.7010416666666667
1601130024,EL VARILLAL,2023,5,19,2023-05-08,temp_out,24.25
1601130024,EL VARILLAL,2023,5,19,2023-05-09,out_humm,97.92708333333333
1601130024,EL VARILLAL,2023,5,19,2023-05-09,rain,0.3570833333333333
1601130024,EL VARILLAL,2023,5,19,2023-05-09,temp_out,23.359375
1601130024,EL VARILLAL,2023,5,19,2023-05-10,out_humm,91.125
1601130024,EL VARILLAL,2023,5,19,2023-05-10,rain,0.0026041666666666665
1601130024,EL VARILLAL,2023,5,19,2023-05-10,temp_out,25.428125
1601130024,EL VARILLAL,2023,5,19,2023-05-11,out_humm,91.70833333333333
1601130024,EL VARILLAL,2023,5,19,2023-05-11,rain,0
1601130024,EL VARILLAL,2023,5,19,2023-05-11,temp_out,25.964583333333334
1601130024,EL VARILLAL,2023,5,19,2023-05-12,out_humm,91.27083333333333
1601130024,EL VARILLAL,2023,5,19,2023-05-12,rain,0.1322222222222222
1601130024,EL VARILLAL,2023,5,19,2023-05-12,temp_out,25.882638888888888
1601130024,EL VARILLAL,2023,5,19,2023-05-13,out_humm,90.72916666666667
1601130024,EL VARILLAL,2023,5,19,2023-05-13,rain,0.001736111111111111
1601130024,EL VARILLAL,2023,5,19,2023-05-13,temp_out,26.013194444444444
1601130024,EL VARILLAL,2023,5,20,2023-05-14,out_humm,92.58333333333333
1601130024,EL VARILLAL,2023,5,20,2023-05-14,rain,0.3634027777777778
1601130024,EL VARILLAL,2023,5,20,2023-05-14,temp_out,26.0125
1601130024,EL VARILLAL,2023,5,20,2023-05-15,out_humm,96.15277777777777
1601130024,EL VARILLAL,2023,5,20,2023-05-15,rain,0.26972222222222225
1601130024,EL VARILLAL,2023,5,20,2023-05-15,temp_out,24.540972222222223
1601130024,EL VARILLAL,2023,5,20,2023-05-16,out_humm,92.51388888888889
1601130024,EL VARILLAL,2023,5,20,2023-05-16,rain,0.010416666666666666
1601130024,EL VARILLAL,2023,5,20,2023-05-16,temp_out,24.882638888888888
1601130024,EL VARILLAL,2023,5,20,2023-05-17,out_humm,88.95138888888889
1601130024,EL VARILLAL,2023,5,20,2023-05-17,rain,0
1601130024,EL VARILLAL,2023,5,20,2023-05-17,temp_out,27.374305555555555
1601130024,EL VARILLAL,2023,5,20,2023-05-18,out_humm,88.54166666666667
1601130024,EL VARILLAL,2023,5,20,2023-05-18,rain,0.005277777777777778
1601130024,EL VARILLAL,2023,5,20,2023-05-18,temp_out,27.48472222222222
1601130024,EL VARILLAL,2023,5,20,2023-05-19,out_humm,91.00694444444444
1601130024,EL VARILLAL,2023,5,20,2023-05-19,rain,0.017638888888888888
1601130024,EL VARILLAL,2023,5,20,2023-05-19,temp_out,26.913194444444443
1601130024,EL VARILLAL,2023,5,20,2023-05-20,out_humm,87.05555555555556
1601130024,EL VARILLAL,2023,5,20,2023-05-20,rain,0.00875
1601130024,EL VARILLAL,2023,5,20,2023-05-20,temp_out,27.544444444444444
1601130024,EL VARILLAL,2023,5,21,2023-05-21,out_humm,90.61805555555556
1601130024,EL VARILLAL,2023,5,21,2023-05-21,rain,0.007013888888888889
