ubigeo,population_center,lat,lon,malaria,dengue,lepto,pr_mean,ro_mean,soil_mean,tmmx_mean,tmmn_mean,etp_mean,humidity_mean,pop_mean,def_mean,ghs_mean,ln_mean,malaria_mean,pr_diff,ro_diff,soil_diff,tmmx_diff,tmmn_diff,etp_diff,humidity_diff,pop_diff,def_diff,ghs_diff,ln_diff,malaria_diff,hc_group_2,hc_group_3,hc_group_4,pca_score,pca_group_2,pca_group_3,pca_group_4
1601130040,SAN PEDRO PINTUYACU,-4.103035340999952,-73.40280761499997,0.09523809523809525,0,0,2291.64629255,1311.00302145,480.2582124000001,379.0894596,264.3341919,33.98377455,0.2180087,0.25879225,0.5241047,1.2822621457489878,0.564503,10.5,1239.2705929,1147.3642083,62.08848879999999,-0.666055799999981,-0.666055799999981,0.18805803333333415,0.00108619999999998,0.02502769999999998,-0.22180599999999995,1.0594635627530364,0.4506724,-0.04761904761904761,2,2,3,-2.106890211447772,2,3,3
1601130037,EX PETROLERO I ZONA,-4.094611473999976,-73.45324767899996,0.02010050251256281,0.00125628140703517,0.00125628140703517,2298.3329952,1317.76290265,475.8537409,379.10572765,263.7655475,33.17051080833333,0.21737615,0.3521429,0.7956219499999999,9.553944535899708,0.60894585,2786,1247.8181504,1155.8229007,61.57218560000001,-0.6150973000000022,-0.6150971999999797,-0.43875914999999566,0.0011565,0.1533854,-0.3671051,4.692794732176778,0.4839009,-0.00125628140703517,2,2,3,-1.3919651695359243,2,2,3
1601130032,PAUJIL I ZONA,-4.042299999999955,-73.43765833299994,0.04137931034482758,0,0,2320.17422855,1337.75281095,471.9774258,378.37913965,263.23690375,33.178763195833334,0.21730845,0.45582535,0.74278575,8.654406178779437,0.5426298,145,1273.1506761,1180.4951707,63.05441080000003,-0.5611718999999766,-0.5611718999999766,-0.1960038416666663,0.00105150000000001,0.2301575,-0.4629223,4.418966827044822,0.3748998,-0.01379310344827586,2,2,3,-0.4247342734276377,2,2,3
1601130074,ANGEL CARDENAS,-4.050179999999955,-73.42644666599995,0.02,0,0,2317.0116423,1334.68558335,473.48779785,378.5155759,263.5235125,33.57888443333333,0.21743985,0.43945065000000005,0.74683915,8.650980392156862,0.5541847,0,1269.042061,1176.9151845,63.43933609999999,-0.5923705999999811,-0.5923705999999811,0.0446388333333303,0.00102670000000001,0.1993379,-0.4586439,3.8433902593295377,0.4075492,0,2,2,3,-0.69593274082546,2,2,3
1601130090,SAN MARTIN II ZONA,-4.1790544739999405,-73.43787941499994,0,0,0,2264.97426125,1286.107682,484.40921895,379.78509875,264.27497155,33.24539309166667,0.21757405,0.22203585,0.4914416,1.117244872119524,0.50199395,0,1206.0348463,1116.2197198,59.14377570000005,-0.5189278999999942,-0.5189278999999942,-1.466290050000005,0.00128429999999998,0.02694189999999999,0.04188360000000002,0.9323879463155228,0.4382245,0,2,3,4,-3.065505040446436,2,3,4
1601130049,HABANA,-4.203190628999948,-73.47927616599998,0,0,0,2253.551216,1273.40296695,483.86239785,380.52636335,264.54214425,32.96945920416667,0.2173466,0.30280895,0.6129639,3.678490136570561,0.4330323,0,1195.0306108,1106.7851305,56.77252470000002,-0.6314972999999782,-0.631497300000035,-1.2400774416666709,0.00139220000000001,0.0930957,-0.08180860000000001,0.8868234699038946,0.2645004,0,2,3,4,-3.917892027574946,2,3,4
1601130044,10 DE OCTUBRE I ZONA,-4.123836852999943,-73.44824611699994,0,0.02325581395348837,0,2286.18779075,1305.50113825,479.1413763,379.3936875,264.00483269999995,33.36406774583334,0.21747685,0.3063964,0.83354455,7.014864010120177,0.59468705,0,1233.0207365,1141.0350391000002,61.27947640000002,-0.5772591999999577,-0.5772592000000145,-0.03380970833332952,0.00123289999999998,0.0986652,-0.2111689,3.647438330170777,0.5010327000000001,0,2,3,4,-1.7462254986936656,2,2,3
1601130046,EL TRIUNFO,-4.154148539999937,-73.47430957899996,0.01785714285714285,0,0,2273.9399307,1293.5790945,480.5892553,379.7760787,263.92487630000005,33.05736649166667,0.2173108,0.2638612,0.7707109999999999,1.430840293596558,0.50849245,112,1218.865809,1127.5267194,60.31060360000003,-0.5415783999999917,-0.5415783999999917,-0.8020009666666681,0.00128820000000001,0.05587060000000002,0.02606180000000002,1.3380156922298154,0.4648261,-0.01785714285714285,2,3,4,-2.357566945474906,2,3,4
1603010099,1 DE FEBRERO,-4.356996666999976,-73.55275999999998,0,0,0,2199.41705045,1214.8039915,496.66139255,381.3499133499999,263.9556282,32.25483506666667,0.21648245,0.28133085,0.3709142,1.077288264337258,0.3579198,91.5,1138.0519487,1059.5506364,42.04668950000007,-0.650066900000013,-0.6500667999999905,-0.21805573333333683,0.00176870000000001,0.01568209999999997,-0.1484028,0.5184200531712874,0.16501500000000002,-0.00546448087431694,2,3,4,-6.465717122849108,2,3,4
1601130056,CAHUIDE,-4.230846225999926,-73.48743541599998,0.00251889168765743,0.01133501259445843,0.00125944584382871,2241.5007429,1260.2665296,485.0974766000001,380.85126295,264.66311475,33.16709812083333,0.2174114,0.31842435,0.6301584499999999,3.480498923641889,0.41110115,11910,1182.4053786,1096.6450894,53.67361199999999,-0.663934500000039,-0.663934500000039,-1.1398209416666631,0.00147939999999999,0.08530290000000001,-0.01289010000000001,0.8401924781562617,0.22703049999999997,0.02267002518891687,2,3,4,-4.449735336805918,2,3,4
