fid,Latitud,Longitud,Fecha,foto,class,type
265,-4.2204,-73.4818,2023-03-26,DCIM/criadero_20230326121929017.jpg,Standing water,criadero
266,-4.22,-73.4807,2023-03-26,DCIM/criadero_20230326122337517.jpg,Standing water,criadero
267,-4.2208,-73.4804,2023-03-26,DCIM/criadero_20230326122741576.jpg,Standing water,criadero
268,-4.221,-73.48,2023-03-26,DCIM/criadero_20230326123143909.jpg,Standing water,criadero
269,-3.9603,-73.3431,2023-03-29,DCIM/criadero_20230329091341759.jpg,Standing water,criadero
270,-3.9599,-73.3435,2023-03-29,DCIM/criadero_20230329091949108.jpg,Standing water,criadero
271,-4.1037,-73.4544,2023-03-30,DCIM/criadero_20230330095901976.jpg,Standing water,criadero
272,-4.1032,-73.455,2023-03-30,DCIM/criadero_20230330105118118.jpg,Standing water,criadero
273,-4.1035,-73.4548,2023-03-30,DCIM/criadero_20230330105236564.jpg,Standing water,criadero
274,-4.1036,-73.4549,2023-03-30,DCIM/criadero_20230330105345484.jpg,Standing water,criadero
275,-4.1035,-73.4552,2023-03-30,DCIM/criadero_20230330105507673.jpg,Standing water,criadero
276,-4.1033,-73.4552,2023-03-30,DCIM/criadero_20230330105559719.jpg,Standing water,criadero
277,-4.0445,-73.4384,2023-03-30,DCIM/criadero_20230330160443847.jpg,Standing water,criadero
278,-4.0449,-73.4386,2023-03-30,DCIM/criadero_20230330160655161.jpg,Standing water,criadero
279,-4.0451,-73.4384,2023-03-30,DCIM/criadero_20230330161124463.jpg,Standing water,criadero
280,-4.0455,-73.4377,2023-03-30,DCIM/criadero_20230330161837043.jpg,Standing water,criadero
281,-4.0445,-73.4375,2023-03-30,DCIM/criadero_20230330162502189.jpg,Objects or waste material,criadero
282,-3.8848,-73.3553,2023-03-31,DCIM/criadero_20230331151317025.jpg,Standing water,criadero
283,-3.8847,-73.3553,2023-03-31,DCIM/criadero_20230331151529404.jpg,Natural water sources,criadero
284,-3.8847,-73.3533,2023-03-31,DCIM/criadero_20230331152519526.jpg,Standing water,criadero
285,-3.8848,-73.353,2023-03-31,DCIM/criadero_20230331152749718.jpg,Drainage,criadero
286,-3.8852,-73.3517,2023-03-31,DCIM/criadero_20230331153140094.jpg,Drainage,criadero
287,-3.8864,-73.3522,2023-03-31,DCIM/criadero_20230331154118701.jpg,Standing water,criadero
288,-3.8874,-73.352,2023-03-31,DCIM/criadero_20230331154907088.jpg,Standing water,criadero
289,-3.8875,-73.3517,2023-03-31,DCIM/criadero_20230331155016127.jpg,Standing water,criadero
290,-3.8279,-73.3524,2023-04-02,DCIM/criadero_20230402150132766.jpg,Standing water,criadero
291,-3.8279,-73.3523,2023-04-02,DCIM/criadero_20230402150209995.jpg,Objects or waste material,criadero
292,-3.8266,-73.3526,2023-04-02,DCIM/criadero_20230402150736122.jpg,Standing water,criadero
293,-3.8266,-73.3528,2023-04-02,DCIM/criadero_20230402150822052.jpg,Standing water,criadero
294,-3.8267,-73.3531,2023-04-02,DCIM/criadero_20230402151304523.jpg,Standing water,criadero
295,-3.8268,-73.3533,2023-04-02,DCIM/criadero_20230402151403978.jpg,Standing water,criadero
296,-3.8269,-73.3533,2023-04-02,DCIM/criadero_20230402151447898.jpg,Standing water,criadero
297,-3.8271,-73.3531,2023-04-02,DCIM/criadero_20230402151537806.jpg,Standing water,criadero
298,-3.8274,-73.3536,2023-04-02,DCIM/criadero_20230402151719426.jpg,Standing water,criadero
299,-3.8284,-73.3534,2023-04-02,DCIM/criadero_20230402152144103.jpg,Standing water,criadero
300,-3.8286,-73.3534,2023-04-02,DCIM/criadero_20230402152256634.jpg,Standing water,criadero
301,-3.8287,-73.3534,2023-04-02,DCIM/criadero_20230402152338138.jpg,Standing water,criadero
302,-3.8289,-73.3539,2023-04-02,DCIM/criadero_20230402152620608.jpg,Standing water,criadero
303,-3.8286,-73.3543,2023-04-02,DCIM/criadero_20230402152952052.jpg,Standing water,criadero
304,-4.2176,-73.4833,2023-03-26,DCIM/criadero_20230326120240095.jpg,Standing water,criadero
305,-4.2167,-73.4833,2023-03-26,DCIM/criadero_20230326121426675.jpg,Standing water,criadero
306,-4.2167,-73.4833,2023-03-26,DCIM/criadero_20230326121623800.jpg,Abandoned structure,criadero
307,-4.2167,-73.4833,2023-03-26,DCIM/criadero_20230326121734878.jpg,Standing water,criadero
308,-4.2204,-73.4828,2023-03-26,DCIM/criadero_20230326123011543.jpg,Standing water,criadero
309,-4.2225,-73.4826,2023-03-26,DCIM/criadero_20230326123729095.jpg,Standing water,criadero
310,-4.222,-73.4827,2023-03-26,DCIM/criadero_20230326124156192.jpg,Standing water,criadero
311,-4.2213,-73.4827,2023-03-26,DCIM/criadero_20230326124658993.jpg,Standing water,criadero
312,-3.9589,-73.3454,2023-03-29,DCIM/criadero_20230329090754914.jpg,Standing water,criadero
313,-3.9587,-73.3457,2023-03-29,DCIM/criadero_20230329091415422.jpg,Standing water,criadero
314,-3.9584,-73.347,2023-03-29,DCIM/criadero_20230329092443392.jpg,Standing water,criadero
315,-4.1036,-73.4553,2023-03-30,DCIM/criadero_20230330094508565.jpg,Standing water,criadero
316,-4.1037,-73.4552,2023-03-30,DCIM/criadero_20230330094638178.jpg,Standing water,criadero
317,-4.1046,-73.4526,2023-03-30,DCIM/criadero_20230330095852682.jpg,Standing water,criadero
318,-4.1047,-73.4524,2023-03-30,DCIM/criadero_20230330095942978.jpg,Drainage,criadero
319,-4.1034,-73.4558,2023-03-30,DCIM/criadero_20230330104619640.jpg,Standing water,criadero
320,-4.1032,-73.4554,2023-03-30,DCIM/criadero_20230330104755240.jpg,Standing water,criadero
321,-4.0437,-73.4383,2023-03-30,DCIM/criadero_20230330160524423.jpg,Standing water,criadero
322,-4.0435,-73.4385,2023-03-30,DCIM/criadero_20230330160824354.jpg,Standing water,criadero
323,-3.8888,-73.3518,2023-03-31,DCIM/criadero_20230331145733443.jpg,Standing water,criadero
324,-3.8891,-73.3524,2023-03-31,DCIM/criadero_20230331150051738.jpg,Standing water,criadero
325,-3.889,-73.3547,2023-03-31,DCIM/criadero_20230331150826407.jpg,Natural water sources,criadero
326,-3.8886,-73.3553,2023-03-31,DCIM/criadero_20230331151138352.jpg,Natural water sources,criadero
327,-3.8971,-73.3527,2023-03-31,DCIM/criadero_20230331155706630.jpg,Standing water,criadero
328,-3.8978,-73.3533,2023-03-31,DCIM/criadero_20230331155958175.jpg,Natural water sources,criadero
329,-3.8975,-73.3529,2023-03-31,DCIM/criadero_20230331160231575.jpg,Standing water,criadero
330,-3.822,-73.3271,2023-04-01,DCIM/criadero_20230401111914674.jpg,Standing water,criadero
331,-3.822,-73.3272,2023-04-01,DCIM/criadero_20230401112030665.jpg,Standing water,criadero
332,-3.822,-73.3273,2023-04-01,DCIM/criadero_20230401112144285.jpg,Standing water,criadero
333,-3.822,-73.3274,2023-04-01,DCIM/criadero_20230401112403378.jpg,Abandoned structure,criadero
334,-3.8224,-73.3278,2023-04-01,DCIM/criadero_20230401112749275.jpg,Standing water,criadero
335,-3.8236,-73.3277,2023-04-01,DCIM/criadero_20230401113235824.jpg,Drainage,criadero
336,-3.8243,-73.3277,2023-04-01,DCIM/criadero_20230401113524092.jpg,Standing water,criadero
337,-3.8243,-73.3275,2023-04-01,DCIM/criadero_20230401114035706.jpg,Drainage,criadero
338,-3.8234,-73.3262,2023-04-01,DCIM/criadero_20230401114958946.jpg,Drainage,criadero
339,-3.8234,-73.3271,2023-04-01,DCIM/criadero_20230401115218078.jpg,Drainage,criadero
340,-3.825,-73.3284,2023-04-01,DCIM/criadero_20230401115817274.jpg,Drainage,criadero
341,-3.8256,-73.3294,2023-04-01,DCIM/criadero_20230401120328216.jpg,Standing water,criadero
342,-3.8289,-73.3295,2023-04-01,DCIM/criadero_20230401121422181.jpg,Standing water,criadero
343,-3.8292,-73.3299,2023-04-01,DCIM/criadero_20230401121552540.jpg,Standing water,criadero
344,-3.8284,-73.3303,2023-04-01,DCIM/criadero_20230401122336250.jpg,Drainage,criadero
345,-3.8276,-73.3302,2023-04-01,DCIM/criadero_20230401122559774.jpg,Standing water,criadero
346,-3.8271,-73.3301,2023-04-01,DCIM/criadero_20230401122804402.jpg,Drainage,criadero
347,-3.8292,-73.3525,2023-04-02,DCIM/criadero_20230402150557056.jpg,Standing water,criadero
348,-3.8296,-73.3526,2023-04-02,DCIM/criadero_20230402150918371.jpg,Drainage,criadero
349,-3.829,-73.3536,2023-04-02,DCIM/criadero_20230402151333255.jpg,Standing water,criadero
350,-3.8289,-73.354,2023-04-02,DCIM/criadero_20230402151631986.jpg,Drainage,criadero
351,-3.829,-73.3542,2023-04-02,DCIM/criadero_20230402151849278.jpg,Standing water,criadero
352,-3.8286,-73.3543,2023-04-02,DCIM/criadero_20230402152140327.jpg,Drainage,criadero
353,-3.8285,-73.3546,2023-04-02,DCIM/criadero_20230402152357252.jpg,Abandoned structure,criadero
354,-3.8296,-73.3571,2023-04-02,DCIM/criadero_20230402153544633.jpg,Standing water,criadero
