fid,Fecha,Class,Foto,Lon,Lat,type,villages
"405",2021/10/23,Road,DCIM/JPEG_20211023191306905.jpg,-73.3517,-3.8958,cobertura,VARILLAL
"406",2021/10/23,Water bodies,DCIM/JPEG_20211023192251133.jpg,-73.3528,-3.8993,cobertura,VARILLAL
"407",2021/10/23,Vegetation,DCIM/JPEG_20211023192411749.jpg,-73.3525,-3.9001,cobertura,VARILLAL
"408",2021/10/23,Road,DCIM/JPEG_20211023193850549.jpg,-73.3517,-3.896,cobertura,VARILLAL
"409",2021/10/23,Vegetation,DCIM/JPEG_20211023194510887.jpg,-73.3511,-3.8995,cobertura,VARILLAL
"410",2021/10/23,Vegetation,DCIM/JPEG_20211023194834981.jpg,-73.3528,-3.9008,cobertura,VARILLAL
"411",2021/10/23,Vegetation,DCIM/JPEG_20211023194947405.jpg,-73.3537,-3.9015,cobertura,VARILLAL
"412",2021/10/23,Vegetation,DCIM/JPEG_20211023195222917.jpg,-73.3565,-3.9028,cobertura,VARILLAL
"413",2021/10/26,Vegetation,DCIM/JPEG_20211026142547777.jpg,-73.3419,-3.8401,criadero,LOS DELFINES
"414",2021/10/26,Containers,DCIM/JPEG_20211026142758755.jpg,-73.3419,-3.8396,criadero,LOS DELFINES
"415",2021/10/26,Containers,DCIM/JPEG_20211026145938492.jpg,-73.3432,-3.8415,criadero,LOS DELFINES
"416",2021/10/23,Containers,DCIM/JPEG_20211023134100687.jpg,-73.3372,-3.8637,criadero,PENA NEGRA
"417",2021/10/26,Vegetation,DCIM/JPEG_20211026181831807.jpg,-73.3296,-3.8284,criadero,QUISTOCOCHA
"418",2021/10/24,Containers,DCIM/JPEG_20211024144653329.jpg,-73.3474,-3.8752,criadero,SAN CIRILO
"419",2021/10/24,Containers,DCIM/JPEG_20211024145824681.jpg,-73.3467,-3.872,criadero,SAN CIRILO
"420",2021/10/24,Vegetation,DCIM/JPEG_20211024153422609.jpg,-73.3503,-3.8726,criadero,SAN CIRILO
"421",2021/10/21,Containers,DCIM/JPEG_20211021150306679.jpg,-73.3912,-3.9319,criadero,SAN JOSE
"422",2021/10/21,Vegetation,DCIM/JPEG_20211021152027096.jpg,-73.3927,-3.9302,criadero,SAN JOSE
"423",2021/10/21,Vegetation,DCIM/JPEG_20211021152620982.jpg,-73.3934,-3.9308,criadero,SAN JOSE
"424",2021/10/21,Vegetation,DCIM/JPEG_20211021154438876.jpg,-73.3927,-3.9323,criadero,SAN JOSE
"425",2021/10/21,Vegetation,DCIM/JPEG_20211021161642292.jpg,-73.3902,-3.9339,criadero,SAN JOSE
"426",2021/10/21,Containers,DCIM/JPEG_20211021163101758.jpg,-73.3919,-3.9327,criadero,SAN JOSE
"427",2021/10/21,Containers,DCIM/JPEG_20211021163841759.jpg,-73.3908,-3.9324,criadero,SAN JOSE
"428",2021/10/24,Vegetation,DCIM/JPEG_20211024200233360.jpg,-73.3497,-3.8557,criadero,UNION PROGRESO
"429",2021/10/24,Vegetation,DCIM/JPEG_20211024201108514.jpg,-73.3481,-3.8538,criadero,UNION PROGRESO
"430",2021/10/24,Vegetation,DCIM/JPEG_20211024201528777.jpg,-73.3487,-3.8535,criadero,UNION PROGRESO
"431",2021/10/24,Containers,DCIM/JPEG_20211024204436796.jpg,-73.3522,-3.8562,criadero,UNION PROGRESO
"432",2021/10/24,Containers,DCIM/JPEG_20211024204713312.jpg,-73.3519,-3.8564,criadero,UNION PROGRESO
"433",2021/10/22,Vegetation,DCIM/JPEG_20211022131625147.jpg,-73.3524,-3.8957,criadero,VARILLAL
"434",2021/10/26,Vegetation,DCIM/JPEG_20211026144212935.jpg,-73.3396,-3.842,criadero,LOS DELFINES
"435",2021/10/26,Vegetation,DCIM/JPEG_20211026144704696.jpg,-73.3402,-3.843,criadero,LOS DELFINES
"436",2021/10/26,Containers,DCIM/JPEG_20211026151311818.jpg,-73.3407,-3.845,criadero,LOS DELFINES
"437",2021/10/26,Containers,DCIM/JPEG_20211026151421623.jpg,-73.3409,-3.8451,criadero,LOS DELFINES
"438",2021/10/26,Containers,DCIM/JPEG_20211026151909860.jpg,-73.3415,-3.8443,criadero,LOS DELFINES
"439",2021/10/26,Containers,DCIM/JPEG_20211026154105393.jpg,-73.3404,-3.8409,criadero,LOS DELFINES
"440",2021/10/23,Vegetation,DCIM/JPEG_20211023132424061.jpg,-73.3366,-3.8671,criadero,PENA NEGRA
"441",2021/10/23,Containers,DCIM/JPEG_20211023140033601.jpg,-73.3394,-3.863,criadero,PENA NEGRA
"442",2021/10/23,Containers,DCIM/JPEG_20211023145533892.jpg,-73.337,-3.8607,criadero,PENA NEGRA
"443",2021/10/26,Containers,DCIM/JPEG_20211026180656710.jpg,-73.3297,-3.8324,criadero,QUISTOCOCHA
"444",2021/10/26,Containers,DCIM/JPEG_20211026184427803.jpg,-73.3296,-3.8354,criadero,QUISTOCOCHA
"445",2021/10/26,Containers,DCIM/JPEG_20211026192843054.jpg,-73.3312,-3.832,criadero,QUISTOCOCHA
"446",2021/10/26,Containers,DCIM/JPEG_20211026193647380.jpg,-73.3308,-3.8329,criadero,QUISTOCOCHA
"447",2021/10/24,Vegetation,DCIM/JPEG_20211024145559992.jpg,-73.3469,-3.8752,criadero,SAN CIRILO
"448",2021/10/24,Containers,DCIM/JPEG_20211024150020793.jpg,-73.3466,-3.8755,criadero,SAN CIRILO
"449",2021/10/24,Vegetation,DCIM/JPEG_20211024150427797.jpg,-73.3466,-3.8756,criadero,SAN CIRILO
"450",2021/10/24,Vegetation,DCIM/JPEG_20211024151221778.jpg,-73.3466,-3.8762,criadero,SAN CIRILO
"451",2021/10/24,Containers,DCIM/JPEG_20211024152705490.jpg,-73.3475,-3.8768,criadero,SAN CIRILO
"452",2021/10/24,Vegetation,DCIM/JPEG_20211024152921744.jpg,-73.3478,-3.8763,criadero,SAN CIRILO
"453",2021/10/24,Containers,DCIM/JPEG_20211024153046673.jpg,-73.3479,-3.8758,criadero,SAN CIRILO
"454",2021/10/24,Containers,DCIM/JPEG_20211024153159838.jpg,-73.348,-3.8756,criadero,SAN CIRILO
"455",2021/10/24,Containers,DCIM/JPEG_20211024153806857.jpg,-73.3471,-3.8743,criadero,SAN CIRILO
"456",2021/10/21,Vegetation,DCIM/JPEG_20211021150527922.jpg,-73.3912,-3.9319,criadero,SAN JOSE
"457",2021/10/21,Vegetation,DCIM/JPEG_20211021151816710.jpg,-73.3925,-3.9304,criadero,SAN JOSE
"458",2021/10/21,Containers,DCIM/JPEG_20211021160133384.jpg,-73.3911,-3.9346,criadero,SAN JOSE
"459",2021/10/21,Containers,DCIM/JPEG_20211021160409254.jpg,-73.391,-3.9346,criadero,SAN JOSE
"460",2021/10/21,Vegetation,DCIM/JPEG_20211021162314867.jpg,-73.3894,-3.9333,criadero,SAN JOSE
"461",2021/10/21,Containers,DCIM/JPEG_20211021163047335.jpg,-73.3905,-3.9327,criadero,SAN JOSE
"462",2021/10/21,Containers,DCIM/JPEG_20211021163353496.jpg,-73.3902,-3.9323,criadero,SAN JOSE
"463",2021/10/24,Vegetation,DCIM/JPEG_20211024202744720.jpg,-73.3499,-3.8584,criadero,UNION PROGRESO
"464",2021/10/24,Containers,DCIM/JPEG_20211024203513693.jpg,-73.3488,-3.8581,criadero,UNION PROGRESO
"465",2021/10/24,Containers,DCIM/JPEG_20211024204244683.jpg,-73.3484,-3.8577,criadero,UNION PROGRESO
"466",2021/10/24,Containers,DCIM/JPEG_20211024205732969.jpg,-73.3474,-3.8558,criadero,UNION PROGRESO
"467",2021/10/24,Containers,DCIM/JPEG_20211024210352066.jpg,-73.3475,-3.8564,criadero,UNION PROGRESO
"468",2021/10/22,Containers,DCIM/JPEG_20211022132334038.jpg,-73.3532,-3.8969,criadero,VARILLAL
"469",2021/10/22,Containers,DCIM/JPEG_20211022132553388.jpg,-73.3531,-3.8966,criadero,VARILLAL
"470",2021/12/10,Vegetation,DCIM/JPEG_20211210155809923.jpg,-73.39,-3.9317,cobertura,SAN JOSE
"471",2021/12/10,Vegetation,DCIM/JPEG_20211210155906999.jpg,-73.3903,-3.933,cobertura,SAN JOSE
"472",2021/12/10,Roofing material,DCIM/JPEG_20211210160336336.jpg,-73.3912,-3.933,cobertura,SAN JOSE
"473",2021/12/10,Vegetation,DCIM/JPEG_20211210160946277.jpg,-73.3928,-3.9338,cobertura,SAN JOSE
"474",2021/12/10,Vegetation,DCIM/JPEG_20211210161118075.jpg,-73.3932,-3.9328,cobertura,SAN JOSE
"475",2021/12/10,Vegetation,DCIM/JPEG_20211210161424339.jpg,-73.3919,-3.9343,cobertura,SAN JOSE
"476",2021/12/10,Vegetation,DCIM/JPEG_20211210161730694.jpg,-73.391,-3.9359,cobertura,SAN JOSE
"477",2021/12/10,Vegetation,DCIM/JPEG_20211210161836826.jpg,-73.3923,-3.9353,cobertura,SAN JOSE
"478",2021/12/10,Vegetation,DCIM/JPEG_20211210162508373.jpg,-73.39,-3.9348,cobertura,SAN JOSE
"479",2021/12/10,Vegetation,DCIM/JPEG_20211210163532568.jpg,-73.3893,-3.934,cobertura,SAN JOSE
"480",2021/12/10,Vegetation,DCIM/JPEG_20211210165341256.jpg,-73.3892,-3.9332,cobertura,SAN JOSE
"481",2021/12/10,Vegetation,DCIM/JPEG_20211210165435711.jpg,-73.3893,-3.9324,cobertura,SAN JOSE
"482",2021/12/10,Road,DCIM/JPEG_20211210195032575.jpg,-73.352,-3.8964,cobertura,VARILLAL
"483",2021/12/10,Vegetation,DCIM/JPEG_20211210195856384.jpg,-73.353,-3.895,cobertura,VARILLAL
"484",2021/12/10,Road,DCIM/JPEG_20211210195953644.jpg,-73.3524,-3.8952,cobertura,VARILLAL
"485",2021/12/10,Water bodies,DCIM/JPEG_20211210200415732.jpg,-73.3542,-3.8952,cobertura,VARILLAL
"486",2021/12/10,Road,DCIM/JPEG_20211210200831055.jpg,-73.3546,-3.894,cobertura,VARILLAL
"487",2021/12/10,Vegetation,DCIM/JPEG_20211210201106575.jpg,-73.3551,-3.8938,cobertura,VARILLAL
"488",2021/12/10,Road,DCIM/JPEG_20211210201232673.jpg,-73.3558,-3.8942,cobertura,VARILLAL
"489",2021/12/10,Road,DCIM/JPEG_20211210201449298.jpg,-73.356,-3.8947,cobertura,VARILLAL
"490",2021/12/10,Road,DCIM/JPEG_20211210201708563.jpg,-73.3563,-3.8953,cobertura,VARILLAL
"491",2021/12/10,Road,DCIM/JPEG_20211210202437735.jpg,-73.3542,-3.8957,cobertura,VARILLAL
"492",2021/12/10,Vegetation,DCIM/JPEG_20211210202624302.jpg,-73.3543,-3.8964,cobertura,VARILLAL
"493",2021/12/10,Vegetation,DCIM/JPEG_20211210202707158.jpg,-73.3548,-3.8961,cobertura,VARILLAL
"494",2021/12/10,Vegetation,DCIM/JPEG_20211210202823232.jpg,-73.3541,-3.8967,cobertura,VARILLAL
"495",2021/12/11,Road,DCIM/JPEG_20211211152555023.jpg,-73.3477,-3.8762,cobertura,SAN CIRILO
"496",2021/12/11,Vegetation,DCIM/JPEG_20211211153807449.jpg,-73.3472,-3.8736,cobertura,SAN CIRILO
"497",2021/12/11,Vegetation,DCIM/JPEG_20211211155847401.jpg,-73.35,-3.8734,cobertura,SAN CIRILO
"498",2021/12/11,Vegetation,DCIM/JPEG_20211211160359131.jpg,-73.3532,-3.8723,cobertura,SAN CIRILO
"499",2021/12/11,Vegetation,DCIM/JPEG_20211211160426332.jpg,-73.3526,-3.8713,cobertura,SAN CIRILO
"500",2021/12/11,Vegetation,DCIM/JPEG_20211211160511290.jpg,-73.3524,-3.8735,cobertura,SAN CIRILO
"501",2021/12/11,Road,DCIM/JPEG_20211211160716603.jpg,-73.3515,-3.8725,cobertura,SAN CIRILO
"502",2021/12/11,Vegetation,DCIM/JPEG_20211211161152058.jpg,-73.352,-3.8703,cobertura,SAN CIRILO
"503",2021/12/11,Road,DCIM/JPEG_20211211202541117.jpg,-73.338,-3.8616,cobertura,PENA NEGRA
"504",2021/12/11,Vegetation,DCIM/JPEG_20211211203349920.jpg,-73.3357,-3.8622,cobertura,PENA NEGRA
"505",2021/12/11,Vegetation,DCIM/JPEG_20211211203737340.jpg,-73.3364,-3.8627,cobertura,PENA NEGRA
"506",2021/12/12,Road,DCIM/JPEG_20211212141710327.jpg,-73.337,-3.865,cobertura,PENA NEGRA
"507",2021/12/12,Vegetation,DCIM/JPEG_20211212141748489.jpg,-73.3373,-3.865,cobertura,PENA NEGRA
"508",2021/12/12,Road,DCIM/JPEG_20211212142150348.jpg,-73.3366,-3.8655,cobertura,PENA NEGRA
"509",2021/12/12,Vegetation,DCIM/JPEG_20211212142304151.jpg,-73.3369,-3.8663,cobertura,PENA NEGRA
"510",2021/12/12,Vegetation,DCIM/JPEG_20211212142338045.jpg,-73.3359,-3.8655,cobertura,PENA NEGRA
"511",2021/12/12,Road,DCIM/JPEG_20211212142436057.jpg,-73.3359,-3.8655,cobertura,PENA NEGRA
"512",2021/12/12,Road,DCIM/JPEG_20211212142506217.jpg,-73.3365,-3.8663,cobertura,PENA NEGRA
"513",2021/12/12,Road,DCIM/JPEG_20211212153936534.jpg,-73.3482,-3.8546,cobertura,UNION PROGRESO
"514",2021/12/12,Road,DCIM/JPEG_20211212154007999.jpg,-73.348,-3.8547,cobertura,UNION PROGRESO
"515",2021/12/12,Road,DCIM/JPEG_20211212154202598.jpg,-73.3479,-3.8541,cobertura,UNION PROGRESO
"516",2021/12/12,Road,DCIM/JPEG_20211212154337954.jpg,-73.3477,-3.8534,cobertura,UNION PROGRESO
"517",2021/12/12,Road,DCIM/JPEG_20211212154748000.jpg,-73.3485,-3.8527,cobertura,UNION PROGRESO
"518",2021/12/12,Road,DCIM/JPEG_20211212155311934.jpg,-73.3495,-3.8527,cobertura,UNION PROGRESO
"519",2021/12/12,Water bodies,DCIM/JPEG_20211212155603599.jpg,-73.3493,-3.8534,cobertura,UNION PROGRESO
"520",2021/12/12,Road,DCIM/JPEG_20211212155752187.jpg,-73.3501,-3.853,cobertura,UNION PROGRESO
"521",2021/12/12,Road,DCIM/JPEG_20211212160006608.jpg,-73.3507,-3.8536,cobertura,UNION PROGRESO
"522",2021/12/12,Road,DCIM/JPEG_20211212160308344.jpg,-73.3517,-3.8546,cobertura,UNION PROGRESO
"523",2021/12/12,Road,DCIM/JPEG_20211212160515378.jpg,-73.3521,-3.8551,cobertura,UNION PROGRESO
"524",2021/12/12,Road,DCIM/JPEG_20211212161109831.jpg,-73.3545,-3.855,cobertura,UNION PROGRESO
"525",2021/12/12,Road,DCIM/JPEG_20211212170352854.jpg,-73.3407,-3.8406,cobertura,LOS DELFINES
"526",2021/12/12,Road,DCIM/JPEG_20211212171154067.jpg,-73.342,-3.8396,cobertura,LOS DELFINES
"527",2021/12/12,Road,DCIM/JPEG_20211212171612984.jpg,-73.3426,-3.8382,cobertura,LOS DELFINES
"528",2021/12/12,Road,DCIM/JPEG_20211212173247840.jpg,-73.3442,-3.8401,cobertura,LOS DELFINES
"529",2021/12/12,Road,DCIM/JPEG_20211212173539471.jpg,-73.343,-3.8424,cobertura,LOS DELFINES
"530",2021/12/12,Road,DCIM/JPEG_20211212200032548.jpg,-73.3309,-3.8282,cobertura,QUISTOCOCHA
"531",2021/12/12,Road,DCIM/JPEG_20211212200406836.jpg,-73.3313,-3.8274,cobertura,QUISTOCOCHA
"532",2021/12/12,Road,DCIM/JPEG_20211212200907792.jpg,-73.3294,-3.8263,cobertura,QUISTOCOCHA
"533",2021/12/12,Road,DCIM/JPEG_20211212201204313.jpg,-73.328,-3.8274,cobertura,QUISTOCOCHA
"534",2021/12/12,Road,DCIM/JPEG_20211212211629527.jpg,-73.3314,-3.8349,cobertura,QUISTOCOCHA
"535",2021/12/12,Vegetation,DCIM/JPEG_20211212213734818.jpg,-73.3308,-3.8329,cobertura,QUISTOCOCHA
"536",2021/12/10,Vegetation,DCIM/JPEG_20211210155809923.jpg,-73.39,-3.9317,cobertura,SAN JOSE
"537",2021/12/10,Vegetation,DCIM/JPEG_20211210155906999.jpg,-73.3903,-3.933,cobertura,SAN JOSE
"538",2021/12/10,Roofing material,DCIM/JPEG_20211210160336336.jpg,-73.3912,-3.933,cobertura,SAN JOSE
"539",2021/12/10,Vegetation,DCIM/JPEG_20211210160946277.jpg,-73.3928,-3.9338,cobertura,SAN JOSE
"540",2021/12/10,Vegetation,DCIM/JPEG_20211210161118075.jpg,-73.3932,-3.9328,cobertura,SAN JOSE
"541",2021/12/10,Vegetation,DCIM/JPEG_20211210161424339.jpg,-73.3919,-3.9343,cobertura,SAN JOSE
"542",2021/12/10,Vegetation,DCIM/JPEG_20211210161730694.jpg,-73.391,-3.9359,cobertura,SAN JOSE
"543",2021/12/10,Vegetation,DCIM/JPEG_20211210161836826.jpg,-73.3923,-3.9353,cobertura,SAN JOSE
"544",2021/12/10,Vegetation,DCIM/JPEG_20211210162508373.jpg,-73.39,-3.9348,cobertura,SAN JOSE
"545",2021/12/10,Vegetation,DCIM/JPEG_20211210163532568.jpg,-73.3893,-3.934,cobertura,SAN JOSE
"546",2021/12/10,Vegetation,DCIM/JPEG_20211210165341256.jpg,-73.3892,-3.9332,cobertura,SAN JOSE
"547",2021/12/10,Vegetation,DCIM/JPEG_20211210165435711.jpg,-73.3893,-3.9324,cobertura,SAN JOSE
"548",2021/12/10,Road,DCIM/JPEG_20211210195032575.jpg,-73.352,-3.8964,cobertura,VARILLAL
"549",2021/12/10,Vegetation,DCIM/JPEG_20211210195856384.jpg,-73.353,-3.895,cobertura,VARILLAL
"550",2021/12/10,Road,DCIM/JPEG_20211210195953644.jpg,-73.3524,-3.8952,cobertura,VARILLAL
"551",2021/12/10,Water bodies,DCIM/JPEG_20211210200415732.jpg,-73.3542,-3.8952,cobertura,VARILLAL
"552",2021/12/10,Road,DCIM/JPEG_20211210200831055.jpg,-73.3546,-3.894,cobertura,VARILLAL
"553",2021/12/10,Vegetation,DCIM/JPEG_20211210201106575.jpg,-73.3551,-3.8938,cobertura,VARILLAL
"554",2021/12/10,Road,DCIM/JPEG_20211210201232673.jpg,-73.3558,-3.8942,cobertura,VARILLAL
"555",2021/12/10,Road,DCIM/JPEG_20211210201449298.jpg,-73.356,-3.8947,cobertura,VARILLAL
"556",2021/12/10,Road,DCIM/JPEG_20211210201708563.jpg,-73.3563,-3.8953,cobertura,VARILLAL
"557",2021/12/10,Road,DCIM/JPEG_20211210202437735.jpg,-73.3542,-3.8957,cobertura,VARILLAL
"558",2021/12/10,Vegetation,DCIM/JPEG_20211210202624302.jpg,-73.3543,-3.8964,cobertura,VARILLAL
"559",2021/12/10,Vegetation,DCIM/JPEG_20211210202707158.jpg,-73.3548,-3.8961,cobertura,VARILLAL
"560",2021/12/10,Vegetation,DCIM/JPEG_20211210202823232.jpg,-73.3541,-3.8967,cobertura,VARILLAL
"561",2021/12/11,Road,DCIM/JPEG_20211211152555023.jpg,-73.3477,-3.8762,cobertura,SAN CIRILO
"562",2021/12/11,Vegetation,DCIM/JPEG_20211211153807449.jpg,-73.3472,-3.8736,cobertura,SAN CIRILO
"563",2021/12/11,Vegetation,DCIM/JPEG_20211211155847401.jpg,-73.35,-3.8734,cobertura,SAN CIRILO
"564",2021/12/11,Vegetation,DCIM/JPEG_20211211160359131.jpg,-73.3532,-3.8723,cobertura,SAN CIRILO
"565",2021/12/11,Vegetation,DCIM/JPEG_20211211160426332.jpg,-73.3526,-3.8713,cobertura,SAN CIRILO
"566",2021/12/11,Vegetation,DCIM/JPEG_20211211160511290.jpg,-73.3524,-3.8735,cobertura,SAN CIRILO
"567",2021/12/11,Road,DCIM/JPEG_20211211160716603.jpg,-73.3515,-3.8725,cobertura,SAN CIRILO
"568",2021/12/11,Vegetation,DCIM/JPEG_20211211161152058.jpg,-73.352,-3.8703,cobertura,SAN CIRILO
"569",2021/12/11,Road,DCIM/JPEG_20211211202541117.jpg,-73.338,-3.8616,cobertura,PENA NEGRA
"570",2021/12/11,Vegetation,DCIM/JPEG_20211211203349920.jpg,-73.3357,-3.8622,cobertura,PENA NEGRA
"571",2021/12/11,Vegetation,DCIM/JPEG_20211211203737340.jpg,-73.3364,-3.8627,cobertura,PENA NEGRA
"572",2021/12/12,Road,DCIM/JPEG_20211212141710327.jpg,-73.337,-3.865,cobertura,PENA NEGRA
"573",2021/12/12,Vegetation,DCIM/JPEG_20211212141748489.jpg,-73.3373,-3.865,cobertura,PENA NEGRA
"574",2021/12/12,Road,DCIM/JPEG_20211212142150348.jpg,-73.3366,-3.8655,cobertura,PENA NEGRA
"575",2021/12/12,Vegetation,DCIM/JPEG_20211212142304151.jpg,-73.3369,-3.8663,cobertura,PENA NEGRA
"576",2021/12/12,Vegetation,DCIM/JPEG_20211212142338045.jpg,-73.3359,-3.8655,cobertura,PENA NEGRA
"577",2021/12/12,Road,DCIM/JPEG_20211212142436057.jpg,-73.3359,-3.8655,cobertura,PENA NEGRA
"578",2021/12/12,Road,DCIM/JPEG_20211212142506217.jpg,-73.3365,-3.8663,cobertura,PENA NEGRA
"579",2021/12/12,Road,DCIM/JPEG_20211212153936534.jpg,-73.3482,-3.8546,cobertura,UNION PROGRESO
"580",2021/12/12,Road,DCIM/JPEG_20211212154007999.jpg,-73.348,-3.8547,cobertura,UNION PROGRESO
"581",2021/12/12,Road,DCIM/JPEG_20211212154202598.jpg,-73.3479,-3.8541,cobertura,UNION PROGRESO
"582",2021/12/12,Road,DCIM/JPEG_20211212154337954.jpg,-73.3477,-3.8534,cobertura,UNION PROGRESO
"583",2021/12/12,Road,DCIM/JPEG_20211212154748000.jpg,-73.3485,-3.8527,cobertura,UNION PROGRESO
"584",2021/12/12,Road,DCIM/JPEG_20211212155311934.jpg,-73.3495,-3.8527,cobertura,UNION PROGRESO
"585",2021/12/12,Water bodies,DCIM/JPEG_20211212155603599.jpg,-73.3493,-3.8534,cobertura,UNION PROGRESO
"586",2021/12/12,Road,DCIM/JPEG_20211212155752187.jpg,-73.3501,-3.853,cobertura,UNION PROGRESO
"587",2021/12/12,Road,DCIM/JPEG_20211212160006608.jpg,-73.3507,-3.8536,cobertura,UNION PROGRESO
"588",2021/12/12,Road,DCIM/JPEG_20211212160308344.jpg,-73.3517,-3.8546,cobertura,UNION PROGRESO
"589",2021/12/12,Road,DCIM/JPEG_20211212160515378.jpg,-73.3521,-3.8551,cobertura,UNION PROGRESO
"590",2021/12/12,Road,DCIM/JPEG_20211212161109831.jpg,-73.3545,-3.855,cobertura,UNION PROGRESO
"591",2021/12/12,Road,DCIM/JPEG_20211212170352854.jpg,-73.3407,-3.8406,cobertura,LOS DELFINES
"592",2021/12/12,Road,DCIM/JPEG_20211212171154067.jpg,-73.342,-3.8396,cobertura,LOS DELFINES
"593",2021/12/12,Road,DCIM/JPEG_20211212171612984.jpg,-73.3426,-3.8382,cobertura,LOS DELFINES
"594",2021/12/12,Road,DCIM/JPEG_20211212173247840.jpg,-73.3442,-3.8401,cobertura,LOS DELFINES
"595",2021/12/12,Road,DCIM/JPEG_20211212173539471.jpg,-73.343,-3.8424,cobertura,LOS DELFINES
"596",2021/12/12,Road,DCIM/JPEG_20211212200032548.jpg,-73.3309,-3.8282,cobertura,QUISTOCOCHA
"597",2021/12/12,Road,DCIM/JPEG_20211212200406836.jpg,-73.3313,-3.8274,cobertura,QUISTOCOCHA
"598",2021/12/12,Road,DCIM/JPEG_20211212200907792.jpg,-73.3294,-3.8263,cobertura,QUISTOCOCHA
"599",2021/12/12,Road,DCIM/JPEG_20211212201204313.jpg,-73.328,-3.8274,cobertura,QUISTOCOCHA
"600",2021/12/12,Road,DCIM/JPEG_20211212211629527.jpg,-73.3314,-3.8349,cobertura,QUISTOCOCHA
"601",2021/12/12,Vegetation,DCIM/JPEG_20211212213734818.jpg,-73.3308,-3.8329,cobertura,QUISTOCOCHA
"602",2021/12/10,Containers,DCIM/JPEG_20211210155513095.jpg,-73.3908,-3.9324,criadero,SAN JOSE
"603",2021/12/10,Containers,DCIM/JPEG_20211210160527651.jpg,-73.3917,-3.9336,criadero,SAN JOSE
"604",2021/12/10,Vegetation,DCIM/JPEG_20211210170127911.jpg,-73.391,-3.9329,criadero,SAN JOSE
"605",2021/12/10,Vegetation,DCIM/JPEG_20211210170614870.jpg,-73.3912,-3.9322,criadero,SAN JOSE
"606",2021/12/10,Vegetation,DCIM/JPEG_20211210170935801.jpg,-73.3921,-3.9324,criadero,SAN JOSE
"607",2021/12/10,Vegetation,DCIM/JPEG_20211210194501340.jpg,-73.3534,-3.897,criadero,VARILLAL
"608",2021/12/10,Vegetation,DCIM/JPEG_20211210194629773.jpg,-73.3532,-3.8967,criadero,VARILLAL
"609",2021/12/10,Vegetation,DCIM/JPEG_20211210194725361.jpg,-73.3531,-3.8966,criadero,VARILLAL
"610",2021/12/10,Vegetation,DCIM/JPEG_20211210195115165.jpg,-73.3523,-3.8965,criadero,VARILLAL
"611",2021/12/10,Vegetation,DCIM/JPEG_20211210195420748.jpg,-73.3527,-3.8957,criadero,VARILLAL
"612",2021/12/10,Vegetation,DCIM/JPEG_20211210200617438.jpg,-73.3546,-3.8947,criadero,VARILLAL
"613",2021/12/10,Vegetation,DCIM/JPEG_20211210201026409.jpg,-73.355,-3.8942,criadero,VARILLAL
"614",2021/12/10,Vegetation,DCIM/JPEG_20211210201407896.jpg,-73.3555,-3.8946,criadero,VARILLAL
"615",2021/12/10,Containers,DCIM/JPEG_20211210201621596.jpg,-73.3556,-3.8951,criadero,VARILLAL
"616",2021/12/11,Containers,DCIM/JPEG_20211211152724026.jpg,-73.3478,-3.876,criadero,SAN CIRILO
"617",2021/12/11,Containers,DCIM/JPEG_20211211153052128.jpg,-73.348,-3.8748,criadero,SAN CIRILO
"618",2021/12/11,Containers,DCIM/JPEG_20211211153152881.jpg,-73.3477,-3.8748,criadero,SAN CIRILO
"619",2021/12/11,Containers,DCIM/JPEG_20211211153330022.jpg,-73.3476,-3.8744,criadero,SAN CIRILO
"620",2021/12/11,Containers,DCIM/JPEG_20211211153702654.jpg,-73.3479,-3.8734,criadero,SAN CIRILO
"621",2021/12/11,Containers,DCIM/JPEG_20211211154207836.jpg,-73.3477,-3.8724,criadero,SAN CIRILO
"622",2021/12/11,Vegetation,DCIM/JPEG_20211211155427348.jpg,-73.3489,-3.8736,criadero,SAN CIRILO
"623",2021/12/11,Vegetation,DCIM/JPEG_20211211155512013.jpg,-73.349,-3.8737,criadero,SAN CIRILO
"624",2021/12/11,Vegetation,DCIM/JPEG_20211211155637126.jpg,-73.3494,-3.8733,criadero,SAN CIRILO
"625",2021/12/11,Vegetation,DCIM/JPEG_20211211160014081.jpg,-73.3503,-3.8726,criadero,SAN CIRILO
"626",2021/12/11,Vegetation,DCIM/JPEG_20211211160929422.jpg,-73.3506,-3.8719,criadero,SAN CIRILO
"627",2021/12/11,Containers,DCIM/JPEG_20211211202743841.jpg,-73.3371,-3.8613,criadero,PENA NEGRA
"628",2021/12/11,Vegetation,DCIM/JPEG_20211211203049774.jpg,-73.3371,-3.8616,criadero,PENA NEGRA
"629",2021/12/11,Containers,DCIM/JPEG_20211211204012777.jpg,-73.3373,-3.8638,criadero,PENA NEGRA
"630",2021/12/11,Vegetation,DCIM/JPEG_20211211204216056.jpg,-73.3374,-3.8643,criadero,PENA NEGRA
"631",2021/12/11,Vegetation,DCIM/JPEG_20211211204332410.jpg,-73.3378,-3.8642,criadero,PENA NEGRA
"632",2021/12/12,Vegetation,DCIM/JPEG_20211212153723952.jpg,-73.3484,-3.855,criadero,UNION PROGRESO
"633",2021/12/12,Vegetation,DCIM/JPEG_20211212154257773.jpg,-73.348,-3.8538,criadero,UNION PROGRESO
"634",2021/12/12,Vegetation,DCIM/JPEG_20211212154528162.jpg,-73.3488,-3.8538,criadero,UNION PROGRESO
