ubigeo,population_center,lat,lon,malaria,dengue,lepto,pr_mean,ro_mean,soil_mean,tmmx_mean,tmmn_mean,etp_mean,humidity_mean,pop_mean,def_mean,ghs_mean,ln_mean,malaria_mean,pr_diff,ro_diff,soil_diff,tmmx_diff,tmmn_diff,etp_diff,humidity_diff,pop_diff,def_diff,ghs_diff,ln_diff,malaria_diff,hc_group_2,hc_group_3,hc_group_4,pca_score,pca_group_2,pca_group_3,pca_group_4
1601130018,ZUNGARO COCHA,-3.828583225999978,-73.35497277799993,0.03075030750307503,0.007380073800738,0.001230012300123,2360.4024306,1378.2689718,446.72199145,378.3820108,262.3985248,30.264985920833336,0.21813175,1.6663601,0.99757905,139.76006329113923,2.46285325,103251,1293.6605614,1196.9366368,65.989441099999965,-0.3318648000000053,-0.3318648000000053,-0.24094872500000264,6.871000000000238e-4,0.9788718,-0.6157924999999999,33.357088607594946,1.0761908999999998,0.01722017220172201,1,1,1,6.873933857128898,1,1,1
1601130024,VARILLAL,-3.8876902749999545,-73.35141680199996,0.14535666218034993,0.01480484522207267,0.01480484522207267,2355.0589693,1373.2234143,457.04841425,377.1177577,262.2530699,31.768172804166667,0.21800555,1.5239253499999998,0.99656895,45.2827931121803,1.12491425,27119.5,1295.6674926,1200.2879584,66.14145689999998,-0.4028195999999866,-0.4028195999999866,-0.03245842500000151,6.989000000000023e-4,0.7498712999999999,0.6402194999999999,14.86414282096733,0.8038579,0.0740242261103634,1,1,1,4.582642889663877,1,1,1
1601130020,5 DE JUNIO,-4.003298333999965,-73.39308999999997,0,0,0,2331.04996285,1349.9375279,471.3460119,377.8962398,263.28392865,33.48393146666667,0.21770935,0.4257963500000001,0.75343385,9.62786428661856,0.47928985,0,1286.8765419,1194.1656676,64.84562299999999,-0.63219220000002,-0.6321923000000425,0.9432284166666705,8.751000000000175e-4,0.15685010000000005,0.13426210000000005,7.351436890745664,0.34720550000000006,0,1,1,2,0.18080033630448591,1,2,2
1601130065,SAN CARLOS,-3.959130398999946,-73.34505209399998,0.01162790697674418,0.01162790697674418,0.03488372093023256,2338.8964919,1359.09748785,468.277148,377.1148796,263.0809038,32.891479687499995,0.21779435,0.5107896000000001,0.6318917,7.377088607594937,0.5436677999999999,301,1292.0377564,1198.5699633,65.33784559999998,-0.7807253999999944,-0.7807253999999944,-0.29299590833333156,7.176999999999878e-4,0.09100380000000002,0.15369580000000005,5.1984810126582275,0.40608959999999994,0.01162790697674418,1,1,2,0.10868787301862043,1,2,2
1601130026,SAN JOSE,-3.931735723999964,-73.39156817399999,0.02439024390243902,0.01626016260162601,0.008130081300813,2351.3301247,1372.7800405500002,461.10461245,377.12805605,262.03918145,31.905517316666668,0.21744565,0.4851267500000001,0.630736,14.429005315110098,0.67367705,184.5,1299.5703752,1205.0475601,64.59496189999999,-0.4694051000000172,-0.4694051000000172,-0.05204561666666407,7.931000000000188e-4,0.17570650000000004,0.33541600000000005,11.718805365730194,0.3714907,0.008130081300813,1,1,2,1.9278618386631774,1,1,2
1601130029,24 DE JUNIO,-4.021109999999965,-73.42367166699995,0,0,0,2327.42982065,1345.10285375,470.9743906,378.0820873,263.05840515,33.29050461666667,0.2173792,0.4303536,0.64715115,10.167636271658024,0.50131785,0,1281.9516945,1188.6879707,63.80458780000003,-0.5332291999999939,-0.5332293000000163,0.3798533666666657,9.964000000000084e-4,0.19153960000000003,-0.2094564999999999,4.8983179461236865,0.3542389,0,2,2,3,-0.06057089137441942,1,2,2
1601130039,EX PETROLEROS II ZONA,-4.064826666999977,-73.47497999999996,0,0,0,2307.9166254,1327.8344397,471.6988804,378.6662266,263.06580055,32.9077128,0.2171217,0.3388386,0.6366267,9.776215805471123,0.61937615,4.5,1260.7066283999998,1168.0014861999998,60.9662836,-0.5409442000000126,-0.5409442999999783,-0.722976166666669,0.00111620000000001,0.1708908,-0.6220026000000001,3.624113475177305,0.5066975,-0.1111111111111111,2,2,3,-0.937992185500028,2,2,3
1601130088,SANTA CATALINA,-4.121844146999933,-73.48356248899995,0,0,0,2284.6498911,1303.9202644000002,477.1698708,379.4186256,263.5429696,33.0129636375,0.2171305,0.26520195,0.8525078500000001,5.590788308237379,0.5590803,0,1232.7936924,1140.3724626,60.2104812,-0.5514506000000097,-0.5514506000000097,-0.93379504166667,0.0012782,0.0764347,-0.14892709999999998,2.8457547766670883,0.494186,0,2,3,4,-1.880596363991174,2,2,3
1601130079,HUAMBE,-4.162137172999962,-73.49032963399998,0,0,0,2269.97879655,1289.61264785,480.79656095,379.89397795,263.79085555,33.08120879166667,0.21704355,0.2555063,0.7989821,1.398027563535213,0.48848965,0,1214.1429561000002,1123.4567767,59.5724677,-0.5192043000000126,-0.5192042999999558,-0.5991739166666648,0.00132749999999998,0.05609820000000001,-0.13641440000000005,0.8329750916677204,0.4198739,0,2,3,4,-2.573811347880638,2,3,4
1603010099,1 DE FEBRERO,-4.356996666999976,-73.55275999999998,0,0,0,2199.41705045,1214.8039915,496.66139255,381.3499133499999,263.9556282,32.25483506666667,0.21648245,0.28133085,0.3709142,1.077288264337258,0.3579198,91.5,1138.0519487,1059.5506364,42.04668950000007,-0.650066900000013,-0.6500667999999905,-0.21805573333333683,0.00176870000000001,0.01568209999999997,-0.1484028,0.5184200531712874,0.16501500000000002,-0.00546448087431694,2,3,4,-6.465717122849108,2,3,4
