fid,CODIGO,DEPARTAMEN,PROVINCIA,DISTRITO,LONGITUD,LATITUD,POBLACION,DESCRIPCIO,2010,2019,absol.2019_2010,relat.2019_2010
520,1603010036,LORETO,LORETO,NAUTA,-74.07645,-4.47462833,112,PUERTO ORLANDO,1,0,-1,-100
521,1603010037,LORETO,LORETO,NAUTA,-74.12216167,-4.48694333,134,LISBOA,3,2,-1,-33.33333333
522,1603010039,LORETO,LORETO,NAUTA,-74.03936667,-4.48224,154,SOLTERITOS,0,0,0,NA
523,1603010040,LORETO,LORETO,NAUTA,-73.780635,-4.55089333,21,VILLA BUEN FIN,0,0,0,NA
524,1603010041,LORETO,LORETO,NAUTA,-73.60862,-4.54254833,10,TUPAC AMARU II,2,0,-2,-100
525,1603010042,LORETO,LORETO,NAUTA,-74.10049833,-4.49049167,92,ESPARTA,0,0,0,NA
526,1603010043,LORETO,LORETO,NAUTA,-73.87074167,-4.53172167,97,SAN JACINTO,0,0,0,NA
527,1603010044,LORETO,LORETO,NAUTA,-73.61917167,-4.55263,21,SAN ANTONIO,0,1,1,Inf
528,1603010046,LORETO,LORETO,NAUTA,-73.85850667,-4.54181167,84,23 DE JUNIO,0,0,0,NA
529,1603010048,LORETO,LORETO,NAUTA,-73.63559833,-4.55862,36,SAN JOSE DE SARAPANGA,0,0,0,NA
530,1603010049,LORETO,LORETO,NAUTA,-73.797815,-4.56507167,7,ACCION POPULAR,0,0,0,NA
531,1603010050,LORETO,LORETO,NAUTA,-73.786245,-4.56853833,37,VILLA NUEVO CRUZADORES,0,0,0,NA
532,1603010051,LORETO,LORETO,NAUTA,-74.19291,-4.49599667,208,SAN JUAN DE LAGUNILLAS,0,2,2,Inf
533,1603010052,LORETO,LORETO,NAUTA,-74.10425333,-4.51507167,241,BAGAZAN,0,0,0,NA
534,1603010053,LORETO,LORETO,NAUTA,-74.09740167,-4.520515,63,SAN RAMON,0,0,0,NA
535,1603010054,LORETO,LORETO,NAUTA,-73.83497167,-4.58064333,218,GRAN PUNTA,1,0,-1,-100
536,1603010055,LORETO,LORETO,NAUTA,-74.126415,-4.492,97,ALIANZA,2,2,0,0
537,1603010056,LORETO,LORETO,NAUTA,-74.161205,-4.51004833,112,SAN MARTIN,0,1,1,Inf
538,1603010057,LORETO,LORETO,NAUTA,-74.04868667,-4.49458333,128,NUEVO MIRAFLORES,0,1,1,Inf
539,1603010058,LORETO,LORETO,NAUTA,-73.84968833,-4.58176167,13,PUERTO PERU,0,0,0,NA
540,1603010061,LORETO,LORETO,NAUTA,-73.81767833,-4.61111,142,SAN PEDRO (1 ZONA),6,1,-5,-83.33333333
541,1603010062,LORETO,LORETO,NAUTA,-74.20002667,-4.5456,80,FIRMEZA,0,1,1,Inf
542,1603010063,LORETO,LORETO,NAUTA,-74.013155,-4.50846667,397,PALIZADA,1,0,-1,-100
543,1603010064,LORETO,LORETO,NAUTA,-73.7958,-4.61514167,116,SAN PEDRO (2 ZONA),0,0,0,NA
544,1603010065,LORETO,LORETO,NAUTA,-73.77648667,-4.57266,42,VILLA CRISTIANA,0,0,0,NA
545,1603010066,LORETO,LORETO,NAUTA,-73.671045,-4.56314167,15,VILLA LUCERNA,1,0,-1,-100
546,1603010067,LORETO,LORETO,NAUTA,-73.66140333,-4.56329,94,SANTA RITA DE FLORIDA,0,0,0,NA
547,1603010068,LORETO,LORETO,NAUTA,-73.68986167,-4.57051333,381,NUEVE DE OCTUBRE,1,2,1,100
548,1603010069,LORETO,LORETO,NAUTA,-73.79149334,-4.62204594,0,SANTA ROSA,3,0,-3,-100
549,1603010070,LORETO,LORETO,NAUTA,-73.76977667,-4.57414667,89,BUEN PASTOR,0,0,0,NA
550,1603010071,LORETO,LORETO,NAUTA,-73.71065333,-4.5728,0,SARGENTO ELMER PACAYA,0,0,0,NA
551,1603010072,LORETO,LORETO,NAUTA,-73.73423167,-4.57431667,270,SAN JORGE,0,0,0,NA
552,1603010073,LORETO,LORETO,NAUTA,-74.10241667,-4.54907,317,SUCRE,1,0,-1,-100
553,1603010074,LORETO,LORETO,NAUTA,-73.766205,-4.57429333,283,VILLA CANAAN,0,0,0,NA
554,1603010075,LORETO,LORETO,NAUTA,-73.74192333,-4.57399,101,JOSE OLAYA,0,0,0,NA
555,1603010077,LORETO,LORETO,NAUTA,-73.75494167,-4.57480333,131,SANTA FE,4,1,-3,-75
556,1603010078,LORETO,LORETO,NAUTA,-73.77809667,-4.61812333,75,BAGAZAN,0,0,0,NA
557,1603010079,LORETO,LORETO,NAUTA,-74.094815,-4.460685,32,BELLO HORIZONTE,1,1,0,0
558,1603010080,LORETO,LORETO,NAUTA,-74.07978833,-4.558675,114,2 DE MAYO,1,1,0,0
559,1603010081,LORETO,LORETO,NAUTA,-73.718045,-4.58140167,26,LAS PALMAS,0,0,0,NA
560,1603010082,LORETO,LORETO,NAUTA,-73.76964167,-4.60512333,62,PEÑA NEGRA,0,0,0,NA
561,1603010083,LORETO,LORETO,NAUTA,-73.73262833,-4.60144333,0,NUEVO SAN ISIDRO,0,0,0,NA
562,1603010084,LORETO,LORETO,NAUTA,-73.75913667,-4.610455,21,LAS MALVINAS,0,0,0,NA
563,1603010085,LORETO,LORETO,NAUTA,-73.78709833,-4.64757333,23,SANTO DOMINGO,0,0,0,NA
564,1603010086,LORETO,LORETO,NAUTA,-73.82462167,-4.65539667,78,20 DE ENERO,0,0,0,NA
565,1603010087,LORETO,LORETO,NAUTA,-73.83604667,-4.65583,112,BUENOS AIRES,0,0,0,NA
566,1603010088,LORETO,LORETO,NAUTA,-73.899055,-4.62394,39,AREQUIPA,0,0,0,NA
567,1603010090,LORETO,LORETO,NAUTA,-73.98375667,-4.74673333,80,YARINA,1,2,1,100
568,1603010099,LORETO,LORETO,NAUTA,-73.55276,-4.35699667,183,1 DE FEBRERO,1,0,-1,-100
569,1603010100,LORETO,LORETO,NAUTA,-73.52786,-4.459115,177,AMAZONAS,0,0,0,NA
570,1603010101,LORETO,LORETO,NAUTA,-73.53846167,-4.47170167,64,PUERTO PRADO,0,0,0,NA
571,1603010102,LORETO,LORETO,NAUTA,-73.807295,-4.649025,35,BELLO HORIZONTE,0,0,0,NA
572,1603010103,LORETO,LORETO,NAUTA,-74.156165,-4.47893333,61,LIBERTAD DE CHOROYACU,0,0,0,NA
573,1603010104,LORETO,LORETO,NAUTA,-74.06161333,-4.51167833,102,NUEVO MIRAFLORES I ZONA,0,0,0,NA
574,1603010105,LORETO,LORETO,NAUTA,-73.79399167,-4.618405,38,SANTA ROSA DE TIPISHCA,0,0,0,NA
575,1605070001,LORETO,REQUENA,SAQUENA,-73.53312435,-4.72506402,1089,BAGAZAN,3,4,1,33.33333333
576,1605070002,LORETO,REQUENA,SAQUENA,-73.44273824,-4.45111172,72,MARISCAL CASTILLA,0,0,0,NA
577,1605070003,LORETO,REQUENA,SAQUENA,-73.42244333,-4.50634667,79,VISTA ALEGRE,2,0,-2,-100
578,1605070004,LORETO,REQUENA,SAQUENA,-73.454675,-4.513115,55,SAN JOSE DE PARANAPURA,0,0,0,NA
579,1605070005,LORETO,REQUENA,SAQUENA,-73.45642833,-4.530865,170,LIBERTAD,0,0,0,NA
580,1605070006,LORETO,REQUENA,SAQUENA,-73.50632333,-4.55649,104,NUEVO YUCURUCHI,1,0,-1,-100
581,1605070007,LORETO,REQUENA,SAQUENA,-73.519665,-4.596255,43,28 DE JULIO,0,0,0,NA
582,1605070008,LORETO,REQUENA,SAQUENA,-73.52218667,-4.60691,167,EL SOL,0,0,0,NA
583,1605070009,LORETO,REQUENA,SAQUENA,-73.548645,-4.64366667,52,TIBI PLAYA II ZONA,0,0,0,NA
584,1605070010,LORETO,REQUENA,SAQUENA,-73.552725,-4.665625,266,CAPITAN CLAVERO,0,0,0,NA
585,1605070011,LORETO,REQUENA,SAQUENA,-73.549385,-4.66569667,96,TIBI PLAYA I ZONA,0,0,0,NA
586,1605070012,LORETO,REQUENA,SAQUENA,-73.54675833,-4.7192,179,CHINGANA,0,0,0,NA
587,1605070013,LORETO,REQUENA,SAQUENA,-73.60532167,-4.72056833,19,HUACARAYCO,0,0,0,NA
588,1605070014,LORETO,REQUENA,SAQUENA,-73.62571833,-4.76807667,360,SAPUENA,0,3,3,Inf
589,1605070015,LORETO,REQUENA,SAQUENA,-73.59599,-4.77070833,284,FLOR DE CASTAÑA,0,0,0,NA
590,1605070016,LORETO,REQUENA,SAQUENA,-73.64365833,-4.77644167,73,JORGE CHAVEZ,0,0,0,NA
591,1605070017,LORETO,REQUENA,SAQUENA,-73.43465833,-4.53438,257,PUERTO MIGUEL,0,0,0,NA
