UBIGEO,NOMCP,DEP,PROV,DIST,UBIGEOCP,LNG,LAT,GROUP,pr2010,pr2021,delta_pr,ro2021,ro2010,delta_ro,soil2021,soil2010,delta_soil,tmmx2021,tmmx2010,delta_tmax,tmmn2021,tmmn2010,delta_tmin,ETP_2021,ETP_2010,delta_ETP,humidity_2021,humidity_2010,delta_humidity,pop2020,pop2010,delta_pop,def_2010,def_2021,delta_def,ghsl2010,ghsl2020,delta_ghs,ln_2021,ln_2014,delta_ln
160113,NUEVO TRIUNFO,LORETO,MAYNAS,SAN JUAN BAUTISTA,1601130078,-73.497835,-4.126287,INNOVALAB,1667.0729136,2896.4430254,73.74423168721562,1869.5150975,732.6530047,155.17060402495883,507.0724136,447.3548411,13.349039065534775,379.1756757,379.7192407,-0.14314918543446908,263.0880804,263.6316454,-0.20618351760285333,32.06339641818182,33.415093090909096,-4.04516805938518,0.2175566,0.2162327,0.6122570730513881,0.2524172,0.2090602,20.73900245001201,0.7793685,0.8463396,8.592995482881326,51.3578578,160.2284243,211.98424382101075,0.7608044,0.2910447,161.4046570853206
160113,HUAMBE,LORETO,MAYNAS,SAN JUAN BAUTISTA,1601130079,-73.49033,-4.162137,INNOVALAB,1662.9073185,2877.0502746,73.01326674027746,1851.3410362,727.8842595,154.3455243106545,510.5827948,451.0103271,13.2086704273606,379.6343758,380.1535801,-0.13657751161081663,263.5312534,264.0504577,-0.19663071388796755,32.4977108,33.34995545454545,-2.555459648835286,0.2177073,0.2163798,0.613504587766502,0.2835554,0.2274572,24.663189382442066,0.8671893,0.7307749,-15.730636897849182,77.4152817,135.2448474,74.70045245601685,0.6984266,0.2785527,150.7340980719268
160113,10 DE OCTUBRE II ZONA,LORETO,MAYNAS,SAN JUAN BAUTISTA,1601130082,-73.462008,-4.15309,INNOVALAB,1665.2062927,2885.0920154,73.25733322338412,1859.1518749,730.7470565,154.41797655739168,511.3167804,450.6152419,13.470813424786646,379.4678045,380.0148857,-0.14396309739083982,263.8059909,264.3530721,-0.2069509522450662,32.48082829090909,33.45233251818182,-2.9041449553471503,0.2181008,0.2168342,0.5841329458175909,0.2933368,0.2373105,23.60885843652093,0.8328569,0.791559,-4.95858292102761,69.1865827,165.7705848,139.59932450891233,0.7621212,0.2754348,176.6974979196529
160113,LOS CEDROS,LORETO,MAYNAS,SAN JUAN BAUTISTA,1601130083,-73.451622,-4.2224,INNOVALAB,1653.74927,2839.7306112,71.71470081435017,1816.1533284,716.9833705,153.3048049822238,513.1309973,458.6927147,11.868137612694458,379.9882158,380.6552685,-0.17523800540803477,264.171121,264.8381737,-0.25187180936975295,32.21274797272727,34.348507545454545,-6.21791083615773,0.2182064,0.2167989,0.6492191611673335,0.3439726,0.2497306,37.73746589324657,0.6164688,0.4044015,-34.400329749048126,231.9926266,291.5534004,25.67356328211855,0.5574029,0.2882293,93.38870128748188
160113,HUASCAR,LORETO,MAYNAS,SAN JUAN BAUTISTA,1601130084,-73.546,-4.260209,INNOVALAB,1640.8615926,2805.5148559,70.97815370610071,1781.8730316,701.2779538,154.0894123285357,513.7736605,463.5999554,10.822629406145971,381.0247846,381.6769436,-0.17086675287452183,264.3075072,264.9596662,-0.2461351983693132,32.652294499999996,33.72571811818182,-3.1828043347226127,0.2181578,0.2165428,0.7458109897904734,0.2071996,0.2202616,-5.930221155208167,0.4184378,0.4529197,8.240627400296997,51.0127682,100.4766346,96.96369780615042,0.5227325,0.3107319,68.22621044057595
160113,NUEVO SAN JUAN,LORETO,MAYNAS,SAN JUAN BAUTISTA,1601130086,-73.531539,-4.330362,INNOVALAB,1633.5646023,2785.1996438,70.49828576589745,1761.0036605,690.1790661,155.1517058393145,514.5537149,470.287683,9.412543321913883,380.9987732,381.5796498,-0.1522294494228058,263.9801741,264.5610507,-0.21956240287943884,32.38762728181818,32.59055655454546,-0.6226628022986977,0.2176673,0.2159304,0.8043795593394971,0.3009844,0.2928585,2.7746847026806334,0.7090458,0.2062203,-70.91579979741788,97.6173439,123.0371867,26.04029344010866,0.4596895,0.2901116,58.45264374123611
160113,SANTA CATALINA,LORETO,MAYNAS,SAN JUAN BAUTISTA,1601130088,-73.483562,-4.121844,INNOVALAB,1668.2530449,2901.0467373,73.89728411818348,1874.1064957,733.7340331,155.4204127321132,507.2751114,447.0646302,13.467959022628134,379.1429003,379.6943509,-0.14523539754881554,263.2672443,263.8186949,-0.2090263543336214,32.295647,33.38687674545454,-3.2684391348559023,0.2177696,0.2164914,0.5904160627165823,0.3034193,0.2269846,33.673958497624945,0.9269714,0.7780443,-16.065986501848922,330.9970488,576.0051502,74.02123441530817,0.8061733,0.3119873,158.3993963856862
160113,23 DE FEBRERO,LORETO,MAYNAS,SAN JUAN BAUTISTA,1601130089,-73.458473,-4.14977,INNOVALAB,1665.8020488,2887.1737022,73.32033564731441,1861.1594002,731.3213243,154.4927022306438,511.2567823,450.4489632,13.499380411050309,379.423764,379.9717128,-0.14420778745927004,263.8254813,264.37343,-0.20726315046107557,32.56188724545454,33.49888517272727,-2.797101821273664,0.2181286,0.2168661,0.5821564550660522,0.2988643,0.2376757,25.744575486682077,0.9260843,0.6862648,-25.896076631468645,115.5195666,232.8472124,101.56517138456783,0.7782326,0.2783579,179.5798502575282
160113,SAN MARTIN II ZONA,LORETO,MAYNAS,SAN JUAN BAUTISTA,1601130090,-73.437879,-4.179054,INNOVALAB,1661.9568381,2867.9916844,72.5671581025399,1844.2175419,727.9978221,153.3273432851936,513.9811068,454.8373311,13.003280877795138,379.5256348,380.0445627,-0.13654396113795375,264.0155076,264.5344355,-0.1961664835881052,32.283486599999996,33.96808720909091,-4.959362588541821,0.2182162,0.2169319,0.5920291114400363,0.2355068,0.2085649,12.91775365845355,0.4704998,0.5123834,8.901937896679238,56.8739946,127.403366,124.00987814560857,0.7211062,0.2828817,154.91440414844791
160113,SHUSHUNA,LORETO,MAYNAS,SAN JUAN BAUTISTA,1601130097,-73.335523,-3.830152,INNOVALAB,1716.1339711,3008.1797185,75.28816334611861,1977.4593081,782.5699346,152.6878711626906,481.3695876,414.635567,16.094620411567348,377.9247819,378.2886499,-0.09618792424677718,262.1743705,262.5382385,-0.1385961915791433,29.768535654545452,31.017778472727272,-4.027505771505301,0.2184941,0.2178228,0.30818628720225144,2.6231869,1.6804287,56.10224343347622,1.0940833,0.8336378,-23.804905897019,13355.9805606,16601.5503518,24.300498016404696,3.6344207,2.2770957,59.60772751009106
