ubigeo,nomcp,dep,prov,dist,ubigeocp,lng,lat,group,poblacion,dengue,malaria,leptospirosis,pr_avg,ro_avg,soil_avg,tmmx_avg,tmmn_avg,etp_avg,humidity_avg,pop_avg,def_avg,ghsl_avg,ln_avg,malaria_avg,pr_diff,ro_diff,soil_diff,tmmx_diff,tmmn_diff,etp_diff,humidity_diff,pop_diff,def_diff,ghsl_diff,ln_diff,malaria_diff
160113,LOS CEDROS,LORETO,MAYNAS,SAN JUAN BAUTISTA,1601130083,-73.451622,-4.2224,INNOVALAB,13,0,0.3076923076923077,0.15384615384615385,2246.7399406,1266.56834945,485.911856,380.32174215,264.50464735,33.280627759090905,0.21750265,0.2968516,0.5104351500000001,261.7730135,0.42281610000000003,0,1185.9813412,1099.1699579,54.43828259999998,-0.6670526999999993,-0.6670526999999993,-2.135759572727274,0.001407500000000006,0.09424200000000002,-0.21206730000000001,59.56077379999999,0.2691736,0
160113,HUASCAR,LORETO,MAYNAS,SAN JUAN BAUTISTA,1601130084,-73.546,-4.260209,INNOVALAB,10,0,0,0,2223.18822425,1241.5754927,488.68680795,381.35086409999997,264.6335867,33.18900630909091,0.2173503,0.2137306,0.43567875,75.7447014,0.4167322,0,1164.6532633,1080.5950778000001,50.17370510000001,-0.6521590000000401,-0.6521590000000401,-1.0734236181818204,0.0016150000000000053,-0.01306199999999999,0.034481899999999954,49.4638664,0.21200060000000004,0
160113,NUEVO SAN JUAN,LORETO,MAYNAS,SAN JUAN BAUTISTA,1601130086,-73.531539,-4.330362,INNOVALAB,104,0,0,0,2209.38212305,1225.5913633,492.42069895000003,381.2892115,264.2706124,32.48909191818182,0.21679885,0.29692145000000003,0.45763305,110.3272653,0.37490055,0,1151.6350415000002,1070.8245944,44.26603190000003,-0.5808766000000105,-0.5808766000000105,-0.20292927272727468,0.0017369000000000134,0.008125899999999964,-0.5028254999999999,25.419842800000012,0.16957789999999995,0
160113,SANTA CATALINA,LORETO,MAYNAS,SAN JUAN BAUTISTA,1601130088,-73.483562,-4.121844,INNOVALAB,20,0,0.05,0,2284.6498911,1303.9202644000002,477.1698708,379.41862560000004,263.5429696,32.84126187272727,0.2171305,0.26520195,0.8525078500000001,453.5010995,0.5590803,0,1232.7936924,1140.3724626,60.210481200000004,-0.5514506000000097,-0.5514506000000097,-1.091229745454541,0.0012782000000000071,0.0764347,-0.14892709999999998,245.0081014,0.49418599999999996,0
160113,23 DE FEBRERO,LORETO,MAYNAS,SAN JUAN BAUTISTA,1601130089,-73.458473,-4.14977,INNOVALAB,17,0,0,0,2276.4878755,1296.24036225,480.85287274999996,379.6977384,264.09945565,33.030386209090906,0.21749735,0.26827,0.8061745499999999,174.1833895,0.52829525,0,1221.3716534000002,1129.8380759,60.80781910000002,-0.5479487999999719,-0.5479487000000063,-0.9369979272727278,0.0012624999999999997,0.06118860000000004,-0.23981949999999996,117.32764579999998,0.49987470000000006,0
160113,SAN MARTIN II ZONA,LORETO,MAYNAS,SAN JUAN BAUTISTA,1601130090,-73.437879,-4.179054,INNOVALAB,31,0,0,0,2264.97426125,1286.107682,484.40921894999997,379.78509875,264.27497155,33.12578690454545,0.21757405000000002,0.22203584999999998,0.49144160000000003,92.1386803,0.50199395,0,1206.0348463,1116.2197198,59.14377570000005,-0.5189278999999942,-0.5189278999999942,-1.6846006090909142,0.0012842999999999882,0.02694189999999999,0.04188360000000002,70.5293714,0.4382245,0
160113,SHUSHUNA,LORETO,MAYNAS,SAN JUAN BAUTISTA,1601130097,-73.335523,-3.830152,INNOVALAB,98,0.01020408163265306,0,0,2362.1568448,1380.01462135,448.0025773,378.10671590000004,262.35630449999996,30.393157063636362,0.21815845,2.1518078,0.96386055,14978.7654562,2.9557582,0,1292.0457474,1194.8893735000001,66.73402060000001,-0.3638679999999681,-0.3638679999999681,-1.2492428181818198,6.712999999999858e-4,0.9427581999999999,-0.2604455000000001,3245.5697911999996,1.3573250000000003,0
160113,LOS DELFINES,LORETO,MAYNAS,SAN JUAN BAUTISTA,1601130069,-73.3394,-3.844786,INNOVALAB,4366,0.004122766834631242,0.0018323408153916628,0.010077874484654145,2360.11247955,1377.94283095,450.35477025,377.84415175,262.37227785,30.792927840909094,0.21814709999999998,2.13161385,0.95850475,9396.35855005,2.36788265,0,1292.7565544999998,1196.1227635,66.68364970000005,-0.38022990000001755,-0.38022990000001755,-0.8856850454545508,6.812000000000207e-4,1.2256879000000003,-0.3062981,2560.9143335,1.0818628999999997,0
160113,CALIPSO,LORETO,MAYNAS,SAN JUAN BAUTISTA,1601130093,-73.347699,-3.874062,INNOVALAB,1155,0.0017316017316017316,0.006926406926406926,8.658008658008658e-4,2356.88168395,1374.74914515,454.98659250000003,377.29431585,262.27747165,31.477363659090912,0.2180696,1.8577102,0.98865885,5524.4576275,1.5164341000000001,0,1294.8694683,1199.0771595,66.37848760000003,-0.3827345000000264,-0.38273449999996956,-0.6118829000000012,6.945999999999897e-4,1.0529914,0.5305343000000001,1674.0019928000002,0.9018317999999999,0
160301,TUPAC AMARU II,LORETO,LORETO,NAUTA,1603010041,-73.60862,-4.542548,INNOVALAB,10,0,0,0,2155.3889658,1161.82239475,527.3251842,383.7058287,265.1582175,33.166111177272725,0.2181327,0.5403865,0.40583614999999995,2256.2410080500003,0.7214135500000001,10,1049.747218,974.6228795,38.042158400000005,-0.4227063999999814,-0.39165140000000065,-3.2553949363636363,0.002278399999999986,-0.07870840000000001,0.48900209999999994,406.5151424999999,0.26058970000000004,-0.2
160301,SANTA CRUZ,LORETO,LORETO,NAUTA,1603010024,-73.54581,-4.480263,INNOVALAB,170,0,0,0,2168.9681188,1177.6255693,501.10659905,383.35244554999997,265.35323265,33.25784279090909,0.21759895,0.537988,0.27427015,3400.1825280000003,0.9688201,85,1106.3334654,1029.7002475999998,28.5758515,-0.5258911000000239,-0.5255544999999984,-2.955313054545453,0.0020084999999999964,0.22549420000000003,0.4712231,288.6412806000003,0.3937793999999999,-0.0058823529411764705
160301,1 DE FEBRERO,LORETO,LORETO,NAUTA,1603010099,-73.55276,-4.356997,INNOVALAB,183,0,0,0,2199.41705045,1214.8039915,496.66139255,381.34991334999995,263.9556282,31.843061427272723,0.21648245,0.28133085,0.37091419999999997,74.8647603,0.3579198,91.5,1138.0519487,1059.5506364,42.04668950000007,-0.650066900000013,-0.6500667999999905,-0.5289999272727322,0.001768700000000012,0.015682099999999977,-0.1484028,20.681914000000006,0.16501500000000002,-0.00546448087431694
160301,PUERTO PRADO,LORETO,LORETO,NAUTA,1603010101,-73.538462,-4.471702,INNOVALAB,64,0,0,0,2172.0704107,1181.26749135,498.53425285000003,383.13302569999996,265.23335725,33.12338236363637,0.2175013,0.21309240000000002,0.21359215,373.28473069999995,0.51957895,0,1112.6895596,1036.1755567,27.69970810000001,-0.5460218000000054,-0.546021699999983,-2.6197724181818174,0.0019753999999999883,-2.4579999999999047e-4,0.37663430000000003,119.2024902,0.3382469000000001,0
160301,NAUTA,LORETO,LORETO,NAUTA,1603010001,-73.569425,-4.501522,INNOVALAB,19551,0.010331952329804103,0.00741650043476037,0.007058462482737456,2162.3526165000003,1170.0402743,509.39108369999997,383.66065894999997,265.42976635,33.24451050909091,0.2179161,0.95035015,0.5495232,5376.7921439,1.3037941000000002,3665812.5,1087.521709,1010.9906925999999,31.469567799999993,-0.46961230000005116,-0.4521957000000043,-3.24733872727273,0.0021044000000000063,0.13203170000000009,0.835539,681.9900579999994,0.4594967999999999,-7.672241829062452e-4
